car_park_no,update_datetime,capacity_H_lots,available_H_lots,capacity_C_lots,available_C_lots,capacity_Y_lots,available_Y_lots,capacity_L_lots,available_L_lots,capacity_S_lots,available_S_lots,capacity_M_lots,available_M_lots
PL41,2025-03-08T13:18:14,0,0,458,270,0,0,0,0,0,0,0,0
PL42,2025-03-08T13:19:44,0,0,598,342,0,0,0,0,0,0,0,0
PL44,2025-03-08T13:17:59,0,0,55,30,0,0,0,0,0,0,0,0
PL45,2025-03-08T13:18:04,0,0,354,136,0,0,0,0,0,0,0,0
PL46,2025-03-08T13:17:56,0,0,428,213,0,0,0,0,0,0,0,0
PL48,2025-03-08T13:19:47,0,0,476,248,0,0,0,0,0,0,0,0
J10,2025-03-08T13:19:42,0,0,175,74,0,0,0,0,0,0,0,0
J11,2025-03-08T13:19:59,0,0,129,77,0,0,0,0,0,0,0,0
CK32,2025-03-08T13:19:29,0,0,433,331,0,0,0,0,0,0,0,0
BJ51,2025-03-08T13:19:28,0,0,553,396,0,0,0,0,0,0,0,0
BJ52,2025-03-08T13:19:23,0,0,319,202,0,0,0,0,0,0,0,0
SK25,2025-03-08T13:14:50,50,50,407,288,99,74,0,0,0,0,0,0
SK26,2025-03-08T13:14:51,10,10,430,347,56,43,0,0,0,0,0,0
SK32,2025-03-08T13:14:49,50,50,528,384,100,40,0,0,0,0,0,0
SK33,2025-03-08T13:14:49,10,10,546,437,112,88,0,0,0,0,0,0
HG11,2025-03-08T13:19:46,0,0,826,437,0,0,0,0,0,0,0,0
PL68,2025-03-08T13:18:54,0,0,366,238,0,0,0,0,0,0,0,0
PL69,2025-03-08T13:19:19,0,0,699,451,0,0,0,0,0,0,0,0
MLM,2025-03-08T13:17:14,100,0,277,119,141,105,0,0,0,0,0,0
CR2,2025-03-08T13:18:31,0,0,17,0,0,0,0,0,0,0,0,0
CR3,2025-03-08T13:18:49,0,0,30,1,0,0,0,0,0,0,0,0
W57,2025-03-08T13:18:33,0,0,483,308,0,0,0,0,0,0,0,0
BE36,2025-03-08T13:19:51,0,0,58,0,0,0,0,0,0,0,0,0
BE37,2025-03-08T13:19:51,0,0,390,204,0,0,0,0,0,0,0,0
BE38,2025-03-08T13:19:51,0,0,26,0,0,0,0,0,0,0,0,0
BE42,2025-03-08T13:19:10,0,0,852,580,0,0,0,0,0,0,0,0
BE7,2025-03-08T13:19:51,0,0,119,37,0,0,0,0,0,0,0,0
SE13,2025-03-08T13:19:52,0,0,421,265,0,0,0,0,0,0,0,0
SE16,2025-03-08T13:19:48,0,0,674,341,0,0,0,0,0,0,0,0
SM1,2025-03-08T13:19:19,0,0,103,5,0,0,0,0,0,0,0,0
SM3,2025-03-08T13:19:43,0,0,149,95,0,0,0,0,0,0,0,0
JB3,2025-03-08T13:12:57,10,0,25,1,19,16,0,0,0,0,0,0
JB4,2025-03-08T13:14:35,50,50,147,82,37,31,0,0,0,0,0,0
K2,2025-03-08T13:10:45,50,0,95,7,43,36,0,0,0,0,0,0
K2T,2025-03-08T13:10:45,50,50,73,19,12,5,0,0,0,0,0,0
KM2,2025-03-08T13:16:56,1,0,127,41,118,105,0,0,0,0,0,0
KM3,2025-03-08T13:10:45,50,0,535,382,85,61,0,0,0,0,0,0
TRS,2021-04-06T10:02:46,0,0,269,262,0,0,0,0,0,0,0,0
ACM,2025-03-08T13:10:18,50,0,219,131,89,51,0,0,0,0,0,0
GE1A,2025-03-08T13:10:18,50,0,792,592,359,298,0,0,0,0,0,0
GE1F,2025-03-08T13:12:16,10,0,50,19,17,8,0,0,0,0,0,0
GE1G,2025-03-08T13:10:18,10,0,45,1,20,3,0,0,0,0,0,0
GE2,2025-03-08T13:16:10,50,50,194,113,62,46,0,0,0,0,0,0
GE3,2025-03-08T13:13:02,50,50,355,29,147,117,0,0,0,0,0,0
GE5,2025-03-08T13:14:20,50,50,253,28,43,29,0,0,0,0,0,0
JB1,2025-03-08T13:14:24,50,50,70,3,80,58,0,0,0,0,0,0
JB2,2025-03-08T13:14:24,50,50,58,0,21,15,0,0,0,0,0,0
K7,2022-09-01T18:34:59,0,0,159,21,0,0,0,0,0,0,0,0
KM4,2022-09-01T18:35:00,0,0,429,314,0,0,0,0,0,0,0,0
LT1,2025-03-08T13:12:32,50,0,260,101,72,61,0,0,0,0,0,0
LT2,2025-03-08T13:12:32,50,0,74,11,19,11,0,0,0,0,0,0
LT3,2025-03-08T13:12:32,50,0,244,35,31,14,0,0,0,0,0,0
M1,2025-03-08T13:16:12,50,50,312,110,129,71,0,0,0,0,0,0
M32,2025-03-08T13:14:58,50,0,352,151,106,57,0,0,0,0,0,0
MP1,2025-03-08T13:10:13,50,0,159,1,44,31,0,0,0,0,0,0
MP17,2025-03-08T13:14:22,50,0,87,32,17,4,0,0,0,0,0,0
MP2,2025-03-08T13:10:13,50,0,256,145,76,51,0,0,0,0,0,0
MP5,2025-03-08T13:14:21,20,0,162,0,24,3,0,0,0,0,0,0
MP5M,2025-03-08T13:14:21,159,0,159,5,40,20,0,0,0,0,0,0
MP5S,2025-03-08T13:12:20,39,0,33,0,8,3,0,0,0,0,0,0
MP6,2025-03-08T13:14:21,10,0,76,5,36,10,0,0,0,0,0,0
MP7,2025-03-08T13:14:35,10,0,212,110,28,0,0,0,0,0,0,0
SK9,2025-03-08T13:16:54,100,0,456,447,71,0,0,0,0,0,0,0
SK14,2025-03-08T13:14:54,100,0,444,336,81,58,0,0,0,0,0,0
BE10,2025-03-08T13:19:44,0,0,625,404,0,0,0,0,0,0,0,0
BE11,2025-03-08T13:19:44,0,0,352,238,0,0,0,0,0,0,0,0
BE13,2025-03-08T13:19:33,0,0,220,145,0,0,0,0,0,0,0,0
BE14,2025-03-08T13:19:55,0,0,332,225,0,0,0,0,0,0,0,0
BE26,2025-03-08T13:19:33,0,0,65,22,0,0,0,0,0,0,0,0
BE27,2025-03-08T13:19:48,0,0,344,243,0,0,0,0,0,0,0,0
BE28,2025-03-08T13:19:49,0,0,304,90,0,0,0,0,0,0,0,0
BE29,2025-03-08T13:19:30,0,0,48,12,0,0,0,0,0,0,0,0
BE30,2025-03-08T13:19:30,0,0,345,240,0,0,0,0,0,0,0,0
BE31,2025-03-08T13:19:45,0,0,104,54,0,0,0,0,0,0,0,0
BE32,2025-03-08T13:19:45,0,0,346,264,0,0,0,0,0,0,0,0
BE4,2025-03-08T13:19:55,0,0,770,416,0,0,0,0,0,0,0,0
BE5,2025-03-08T13:19:26,0,0,647,350,0,0,0,0,0,0,0,0
BE6,2025-03-08T13:19:33,0,0,170,133,0,0,0,0,0,0,0,0
BE9,2025-03-08T13:19:55,0,0,711,403,0,0,0,0,0,0,0,0
CLM,2025-03-08T13:14:30,50,0,245,170,37,16,0,0,0,0,0,0
BM14,2025-03-08T13:12:38,10,0,94,0,32,12,0,0,0,0,0,0
BM19,2025-03-08T13:14:23,50,50,36,4,16,7,0,0,0,0,0,0
BM20,2025-03-08T13:14:23,50,50,60,36,24,9,0,0,0,0,0,0
BM4,2025-03-08T13:19:23,0,0,150,67,0,0,0,0,0,0,0,0
BM6,2025-03-08T13:10:24,10,0,29,5,26,17,0,0,0,0,0,0
BVM2,2025-03-08T13:10:15,50,50,504,408,112,64,0,0,0,0,0,0
CM1,2025-03-08T13:12:26,50,50,962,687,256,231,0,0,0,0,0,0
W187,2025-03-08T13:19:35,0,0,634,389,0,0,0,0,0,0,0,0
H12,2025-03-08T13:12:50,50,50,356,176,113,49,0,0,0,0,0,0
H14,2025-03-08T13:10:16,50,50,220,117,53,40,0,0,0,0,0,0
H3,2025-03-08T13:14:25,50,0,148,16,53,53,0,0,0,0,0,0
H8,2025-03-08T13:14:44,1,0,82,47,65,54,0,0,0,0,0,0
HCM,2025-03-08T13:14:25,50,50,386,309,208,195,0,0,0,0,0,0
HE1,2025-03-08T13:14:25,10,50,21,0,10,5,0,0,0,0,0,0
HE19,2025-03-08T13:10:17,50,50,93,41,30,12,0,0,0,0,0,0
HE24,2025-03-08T13:15:20,1,0,26,1,2,1,0,0,0,0,0,0
HE4,2025-03-08T13:10:15,50,50,124,21,30,5,0,0,0,0,0,0
JMB1,2025-03-08T13:19:21,0,0,492,321,0,0,0,0,0,0,0,0
JRTM,2025-03-08T13:12:39,10,0,433,314,90,52,0,0,0,0,0,0
KTM,2025-03-08T13:10:46,50,50,259,187,42,31,0,0,0,0,0,0
KTM2,2025-03-08T13:10:46,50,50,401,189,48,32,0,0,0,0,0,0
KTM3,2025-03-08T13:12:49,10,0,465,341,116,96,0,0,0,0,0,0
KTM4,2025-03-08T13:12:19,50,50,380,261,57,36,0,0,0,0,0,0
LBM,2025-03-08T13:14:25,50,50,169,34,35,23,0,0,0,0,0,0
B23L,2025-03-08T13:20:09,0,0,4,0,0,0,0,0,0,0,0,0
PP9T,2025-03-08T13:18:44,0,0,131,109,0,0,0,0,0,0,0,0
RHM2,2025-03-08T13:12:19,50,50,222,0,95,75,0,0,0,0,0,0
RHM3,2025-03-08T13:12:25,50,50,646,464,104,93,0,0,0,0,0,0
RHM4,2025-03-08T13:12:26,50,0,282,75,7,0,0,0,0,0,0,0
RHS,2025-03-08T13:12:25,1,0,12,0,3,0,0,0,0,0,0,0
HG30,2025-03-08T13:19:51,0,0,433,328,0,0,0,0,0,0,0,0
HG31,2025-03-08T13:19:52,0,0,85,41,0,0,0,0,0,0,0,0
HG32,2025-03-08T13:19:54,0,0,270,137,0,0,0,0,0,0,0,0
HG39,2025-03-08T13:19:29,0,0,204,191,0,0,0,0,0,0,0,0
HG47,2025-03-08T13:19:49,0,0,341,129,0,0,0,0,0,0,0,0
HG48,2025-03-08T13:19:04,0,0,837,467,0,0,0,0,0,0,0,0
HG49,2025-03-08T13:19:51,0,0,776,392,0,0,0,0,0,0,0,0
HG50,2025-03-08T13:19:53,0,0,490,248,0,0,0,0,0,0,0,0
HG51,2025-03-08T13:19:30,0,0,204,104,0,0,0,0,0,0,0,0
HG52,2025-03-08T13:19:31,0,0,192,77,0,0,0,0,0,0,0,0
HG54,2025-03-08T13:19:40,0,0,240,106,0,0,0,0,0,0,0,0
HG55,2025-03-08T13:19:50,0,0,89,1,0,0,0,0,0,0,0,0
HG60,2025-03-08T13:19:30,0,0,371,288,0,0,0,0,0,0,0,0
HG61,2025-03-08T13:19:31,0,0,311,216,0,0,0,0,0,0,0,0
HG62,2025-03-08T13:19:31,0,0,345,283,0,0,0,0,0,0,0,0
HG67,2025-03-08T13:19:57,0,0,705,365,0,0,0,0,0,0,0,0
HG68,2025-03-08T13:19:39,0,0,248,166,0,0,0,0,0,0,0,0
HG69,2025-03-08T13:19:41,0,0,187,100,0,0,0,0,0,0,0,0
HG7,2025-03-08T13:19:39,0,0,757,306,0,0,0,0,0,0,0,0
HG70,2025-03-08T13:19:46,0,0,348,210,0,0,0,0,0,0,0,0
HG76,2025-03-08T13:19:44,0,0,270,187,0,0,0,0,0,0,0,0
HG77,2025-03-08T13:22:27,0,0,423,332,0,0,0,0,0,0,0,0
HG78,2025-03-08T13:22:23,0,0,490,370,0,0,0,0,0,0,0,0
HG79,2025-03-08T13:22:22,0,0,401,247,0,0,0,0,0,0,0,0
HG89,2025-03-08T13:19:51,0,0,387,326,0,0,0,0,0,0,0,0
HG94,2025-03-08T13:19:42,0,0,896,695,0,0,0,0,0,0,0,0
HG95,2025-03-08T13:19:54,0,0,168,74,0,0,0,0,0,0,0,0
HG96,2025-03-08T13:19:54,0,0,39,17,0,0,0,0,0,0,0,0
HG97,2025-03-08T13:19:06,0,0,43,0,0,0,0,0,0,0,0,0
HG99,2025-03-08T13:19:21,0,0,162,82,0,0,0,0,0,0,0,0
J12,2025-03-08T13:20:02,0,0,243,32,0,0,0,0,0,0,0,0
J14,2025-03-08T13:20:02,0,0,192,59,0,0,0,0,0,0,0,0
J15,2025-03-08T13:19:49,0,0,205,88,0,0,0,0,0,0,0,0
J16,2025-03-08T13:19:54,0,0,212,86,0,0,0,0,0,0,0,0
J18,2025-03-08T13:20:00,0,0,171,103,0,0,0,0,0,0,0,0
J22,2025-03-08T13:20:03,0,0,231,124,0,0,0,0,0,0,0,0
J23,2025-03-08T13:19:59,0,0,299,102,0,0,0,0,0,0,0,0
J23M,2025-03-08T13:20:05,0,0,249,178,0,0,0,0,0,0,0,0
J8,2025-03-08T13:20:05,0,0,377,214,0,0,0,0,0,0,0,0
J9,2025-03-08T13:20:02,0,0,189,85,0,0,0,0,0,0,0,0
J90,2025-03-08T13:19:56,0,0,1294,923,0,0,0,0,0,0,0,0
J91,2025-03-08T13:20:05,0,0,587,353,0,0,0,0,0,0,0,0
J92,2025-03-08T13:20:02,0,0,447,314,0,0,0,0,0,0,0,0
J93,2025-03-08T13:19:36,0,0,483,308,0,0,0,0,0,0,0,0
J94,2025-03-08T13:19:58,0,0,421,298,0,0,0,0,0,0,0,0
J95,2025-03-08T13:19:39,0,0,467,319,0,0,0,0,0,0,0,0
J96,2021-07-06T10:47:32,0,0,444,288,0,0,0,0,0,0,0,0
J97,2021-07-06T10:47:54,0,0,411,324,0,0,0,0,0,0,0,0
BBM2,2025-03-08T13:18:42,0,0,285,165,0,0,0,0,0,0,0,0
U12,2025-03-08T13:19:47,0,0,773,413,0,0,0,0,0,0,0,0
CK56,2025-03-08T13:19:29,0,0,1023,848,0,0,0,0,0,0,0,0
CK57,2025-03-08T13:19:45,0,0,590,439,0,0,0,0,0,0,0,0
U51,2025-03-08T13:19:43,0,0,350,322,0,0,0,0,0,0,0,0
S117,2025-03-08T13:18:19,10,50,458,206,168,40,0,0,0,0,0,0
B59,2025-03-08T13:19:37,0,0,386,210,0,0,0,0,0,0,0,0
B60,2025-03-08T13:19:37,0,0,272,158,0,0,0,0,0,0,0,0
B97,2025-03-08T13:19:17,0,0,553,364,0,0,0,0,0,0,0,0
CC12,2025-03-08T13:19:37,0,0,131,50,0,0,0,0,0,0,0,0
SK39,2025-03-08T13:17:49,0,0,517,372,0,0,0,0,0,0,0,0
SK81,2025-03-08T13:19:31,0,0,202,94,0,0,0,0,0,0,0,0
P40L,2025-03-08T13:19:51,0,0,6,2,0,0,0,0,0,0,0,0
PM10,2025-03-08T13:18:09,0,0,355,177,0,0,0,0,0,0,0,0
PM25,2025-03-08T13:19:58,0,0,508,307,0,0,0,0,0,0,0,0
PR7,2025-03-08T13:19:22,0,0,218,61,0,0,0,0,0,0,0,0
MR5,2025-03-08T13:19:41,0,0,105,20,0,0,0,0,0,0,0,0
MR6,2020-11-02T09:56:59,0,0,105,45,0,0,0,0,0,0,0,0
MR7,2020-11-02T09:56:59,0,0,105,45,0,0,0,0,0,0,0,0
SG1,2025-03-08T13:19:25,0,0,294,163,0,0,0,0,0,0,0,0
SGLM,2025-03-08T13:19:25,0,0,230,155,0,0,0,0,0,0,0,0
W4M,2025-03-08T13:19:36,0,0,355,226,0,0,0,0,0,0,0,0
W59,2025-03-08T13:18:03,0,0,434,270,0,0,0,0,0,0,0,0
W554,2025-03-08T13:18:35,0,0,376,253,0,0,0,0,0,0,0,0
W549,2025-03-08T13:18:35,0,0,429,286,0,0,0,0,0,0,0,0
W81,2025-03-08T13:18:33,0,0,300,215,0,0,0,0,0,0,0,0
SK28,2025-03-08T13:16:56,100,0,460,337,142,115,0,0,0,0,0,0
W586,2025-03-08T13:17:56,0,0,360,278,0,0,0,0,0,0,0,0
W588,2025-03-08T13:17:56,0,0,358,240,0,0,0,0,0,0,0,0
CLNA,2025-03-08T13:19:34,0,0,728,339,0,0,0,0,0,0,0,0
Y4T,2025-03-08T13:19:30,0,0,97,59,0,0,0,0,0,0,0,0
T47L,2025-03-08T13:19:48,0,0,17,5,0,0,0,0,0,0,0,0
NT8,2025-03-08T13:19:26,0,0,1377,593,0,0,0,0,0,0,0,0
SK29,2025-03-08T13:16:56,100,0,526,433,135,123,0,0,0,0,0,0
W26,2025-03-08T13:18:14,0,0,20,0,0,0,0,0,0,0,0,0
W27,2025-03-08T13:18:01,0,0,4,0,0,0,0,0,0,0,0,0
PM8,2025-03-08T13:19:40,0,0,330,231,0,0,0,0,0,0,0,0
PR8,2025-03-08T13:19:40,0,0,158,51,0,0,0,0,0,0,0,0
SK69,2025-03-08T13:19:34,0,0,264,139,0,0,0,0,0,0,0,0
AH1,2025-03-08T13:19:27,0,0,278,173,0,0,0,0,0,0,0,0
BR14,2025-03-08T13:19:35,0,0,78,31,0,0,0,0,0,0,0,0
RC1,2025-03-08T13:18:33,0,0,164,92,0,0,0,0,0,0,0,0
TP12,2025-03-08T13:19:31,0,0,82,9,0,0,0,0,0,0,0,0
TP15,2025-03-08T13:19:47,0,0,85,39,0,0,0,0,0,0,0,0
TP20,2025-03-08T13:19:25,0,0,90,28,0,0,0,0,0,0,0,0
TP22,2025-03-08T13:19:34,0,0,183,115,0,0,0,0,0,0,0,0
TP3,2025-03-08T13:19:41,0,0,215,125,0,0,0,0,0,0,0,0
TP30,2025-03-08T13:19:42,0,0,31,0,0,0,0,0,0,0,0,0
TP34,2025-03-08T13:19:57,0,0,187,63,0,0,0,0,0,0,0,0
TP3A,2025-03-08T13:19:33,0,0,200,91,0,0,0,0,0,0,0,0
TP40,2025-03-08T13:19:46,0,0,360,168,0,0,0,0,0,0,0,0
TP41,2025-03-08T13:19:50,0,0,134,53,0,0,0,0,0,0,0,0
TP43,2025-03-08T13:19:42,0,0,120,5,0,0,0,0,0,0,0,0
TP48,2025-03-08T13:19:43,0,0,20,0,0,0,0,0,0,0,0,0
TP52,2025-03-08T13:19:58,0,0,456,85,0,0,0,0,0,0,0,0
TP53,2025-03-08T13:19:45,0,0,323,180,0,0,0,0,0,0,0,0
TP54,2025-03-08T13:19:45,0,0,256,167,0,0,0,0,0,0,0,0
TP60,2025-03-08T13:18:36,0,0,275,134,0,0,0,0,0,0,0,0
TP62,2025-03-08T13:19:18,0,0,162,102,0,0,0,0,0,0,0,0
TP63,2025-03-08T13:19:18,0,0,173,111,0,0,0,0,0,0,0,0
TP67,2025-03-08T13:19:46,0,0,183,54,0,0,0,0,0,0,0,0
TP7,2025-03-08T13:19:40,0,0,187,107,0,0,0,0,0,0,0,0
TP8,2025-03-08T13:19:40,0,0,189,73,0,0,0,0,0,0,0,0
TPB1,2025-03-08T13:19:42,0,0,200,55,0,0,0,0,0,0,0,0
TPM2,2025-03-08T13:19:45,0,0,211,95,0,0,0,0,0,0,0,0
TPM3,2025-03-08T13:19:25,0,0,370,282,0,0,0,0,0,0,0,0
TPM7,2025-03-08T13:19:42,0,0,482,354,0,0,0,0,0,0,0,0
TPM8,2025-03-08T13:19:43,0,0,800,518,0,0,0,0,0,0,0,0
TPM9,2020-09-08T15:53:52,0,0,852,840,0,0,0,0,0,0,0,0
TPMA,2025-03-08T13:19:45,0,0,436,292,0,0,0,0,0,0,0,0
TPMB,2025-03-08T13:19:07,0,0,601,471,0,0,0,0,0,0,0,0
TPMC,2025-03-08T13:19:31,0,0,633,460,0,0,0,0,0,0,0,0
TPMD,2025-03-08T13:19:30,0,0,143,105,0,0,0,0,0,0,0,0
TPME,2025-03-08T13:19:45,0,0,172,80,0,0,0,0,0,0,0,0
TPMF,2025-03-08T13:19:38,0,0,452,283,0,0,0,0,0,0,0,0
TPMH,2025-03-08T13:19:46,0,0,246,170,0,0,0,0,0,0,0,0
TPMJ,2025-03-08T13:17:57,0,0,657,408,0,0,0,0,0,0,0,0
TPMK,2025-03-08T13:18:35,0,0,251,177,0,0,0,0,0,0,0,0
TPML,2025-03-08T13:16:37,0,0,266,149,0,0,0,0,0,0,0,0
TPMM,2025-03-08T13:16:37,0,0,259,124,0,0,0,0,0,0,0,0
SK24,2025-03-08T13:17:00,100,0,779,767,157,0,0,0,0,0,0,0
HG17,2025-03-08T13:19:43,0,0,225,87,0,0,0,0,0,0,0,0
HG75,2025-03-08T13:19:39,0,0,823,691,0,0,0,0,0,0,0,0
HG86,2025-03-08T13:19:43,0,0,404,297,0,0,0,0,0,0,0,0
HG92,2025-03-08T13:19:53,0,0,1010,836,0,0,0,0,0,0,0,0
Q86,2025-03-08T13:12:26,50,50,320,121,52,9,0,0,0,0,0,0
Q19,2025-03-08T13:12:26,50,50,20,1,12,11,0,0,0,0,0,0
MLM1,2025-03-08T13:12:50,100,0,200,80,100,64,0,0,0,0,0,0
STM1,2025-03-08T13:16:12,50,0,148,42,12,6,0,0,0,0,0,0
STM2,2025-03-08T13:16:12,50,0,199,93,52,9,0,0,0,0,0,0
STM3,2025-03-08T13:16:12,50,0,100,0,55,21,0,0,0,0,0,0
Q88,2025-03-08T13:18:38,100,0,218,92,73,30,0,0,0,0,0,0
Q8,2025-03-08T13:18:38,100,0,149,43,74,48,0,0,0,0,0,0
CDM,2025-03-08T13:12:57,50,0,343,120,128,81,0,0,0,0,0,0
PL16,2025-03-08T13:19:35,0,0,153,102,0,0,0,0,0,0,0,0
PL19,2025-03-08T13:18:48,0,0,291,120,0,0,0,0,0,0,0,0
PL24,2025-03-08T13:19:35,0,0,749,617,0,0,0,0,0,0,0,0
PL38,2025-03-08T13:19:38,0,0,10,10,0,0,0,0,0,0,0,0
PL50,2025-03-08T13:19:23,0,0,192,133,0,0,0,0,0,0,0,0
PL51,2025-03-08T13:19:23,0,0,321,216,0,0,0,0,0,0,0,0
CK2,2025-03-08T13:19:45,0,0,464,224,0,0,0,0,0,0,0,0
A28,2025-03-08T13:19:44,0,0,81,7,0,0,0,0,0,0,0,0
A31,2025-03-08T13:19:41,0,0,310,102,0,0,0,0,0,0,0,0
A44,2025-03-08T13:19:44,0,0,155,73,0,0,0,0,0,0,0,0
A27,2025-03-08T13:19:44,0,0,237,115,0,0,0,0,0,0,0,0
A75,2025-03-08T13:19:45,0,0,354,217,0,0,0,0,0,0,0,0
SE41,2025-03-08T13:19:39,0,0,758,614,0,0,0,0,0,0,0,0
A2,2025-03-08T13:19:37,0,0,188,104,0,0,0,0,0,0,0,0
A94,2025-03-08T13:20:03,0,0,234,140,0,0,0,0,0,0,0,0
HG1D,2025-03-08T13:19:40,0,0,175,94,0,0,0,0,0,0,0,0
CK54,2025-03-08T13:19:31,0,0,628,428,0,0,0,0,0,0,0,0
HE17,2025-03-08T13:19:27,0,0,120,101,0,0,0,0,0,0,0,0
SPS,2025-03-08T13:10:16,50,50,98,60,31,16,0,0,0,0,0,0
TB10,2025-03-08T13:12:27,50,50,213,10,80,22,0,0,0,0,0,0
TB11,2025-03-08T13:14:27,50,0,154,20,58,23,0,0,0,0,0,0
TB22,2025-03-08T13:14:08,10,0,20,0,15,4,0,0,0,0,0,0
TB23,2025-03-08T13:17:09,50,2,50,0,38,34,0,0,0,0,0,0
TB28,2025-03-08T13:14:28,50,50,18,3,18,10,0,0,0,0,0,0
TB4A,2019-11-01T07:59:49,0,0,46,40,0,0,0,0,0,0,0,0
TB6,2025-03-08T13:13:04,10,0,133,60,33,0,0,0,0,0,0,0
TB7,2025-03-08T13:13:04,10,0,194,129,44,25,0,0,0,0,0,0
TB8,2025-03-08T13:10:52,50,50,85,54,44,31,0,0,0,0,0,0
TBCM,2025-03-08T13:15:06,1,50,593,216,135,52,0,0,0,0,0,0
TE1,2025-03-08T13:14:58,50,0,90,9,60,31,0,0,0,0,0,0
YHS,2025-03-08T13:15:08,50,0,64,37,55,43,0,0,0,0,0,0
JM5,2025-03-08T13:19:53,0,0,1399,1043,0,0,0,0,0,0,0,0
JM6,2020-11-10T08:26:24,0,0,702,480,0,0,0,0,0,0,0,0
KM6,2025-03-08T13:19:35,0,0,598,373,0,0,0,0,0,0,0,0
JM8,2019-11-07T00:45:46,0,0,478,364,0,0,0,0,0,0,0,0
KM5,2025-03-08T13:19:48,0,0,112,60,0,0,0,0,0,0,0,0
JM9,2025-03-08T13:19:40,0,0,345,271,0,0,0,0,0,0,0,0
ECM2,2025-03-08T13:19:24,0,0,413,272,0,0,0,0,0,0,0,0
TJ27,2025-03-08T13:19:42,0,0,223,129,0,0,0,0,0,0,0,0
S120,2025-03-08T13:19:58,5,5,216,5,43,11,0,0,0,0,0,0
TJ29,2025-03-08T13:19:57,0,0,306,292,0,0,0,0,0,0,0,0
TJ30,2025-03-08T13:19:55,0,0,745,478,0,0,0,0,0,0,0,0
TJ32,2025-03-08T13:19:46,0,0,543,321,0,0,0,0,0,0,0,0
TJ33,2025-03-08T13:19:35,0,0,441,301,0,0,0,0,0,0,0,0
TJ36,2025-03-08T13:19:35,0,0,305,199,0,0,0,0,0,0,0,0
TP4A,2020-03-31T20:07:31,0,0,296,154,0,0,0,0,0,0,0,0
CV1,2025-03-08T13:20:10,0,0,208,113,0,0,0,0,0,0,0,0
CV3,2025-03-08T13:20:09,0,0,86,43,0,0,0,0,0,0,0,0
PM32,2025-03-08T13:19:45,0,0,453,286,0,0,0,0,0,0,0,0
PM33,2025-03-08T13:19:45,0,0,448,254,0,0,0,0,0,0,0,0
PM34,2025-03-08T13:19:45,0,0,441,267,0,0,0,0,0,0,0,0
Y19,2025-03-08T13:19:56,0,0,1178,663,0,0,0,0,0,0,0,0
Y18,2025-03-08T13:19:29,0,0,247,118,0,0,0,0,0,0,0,0
Y26,2025-03-08T13:19:25,0,0,304,212,0,0,0,0,0,0,0,0
S28L,2025-03-08T13:18:00,0,0,8,3,0,0,0,0,0,0,0,0
CV2,2025-03-08T13:19:44,0,0,31,4,0,0,0,0,0,0,0,0
S30L,2025-03-08T13:17:00,10,0,24,0,10,0,0,0,0,0,0,0
SK30,2025-03-08T13:17:00,100,0,426,312,90,71,0,0,0,0,0,0
SK31,2025-03-08T13:16:58,100,0,618,448,129,96,0,0,0,0,0,0
SK38,2025-03-08T13:17:00,100,0,656,490,61,49,0,0,0,0,0,0
SK59,2025-03-08T13:17:00,10,0,17,3,2,0,0,0,0,0,0,0
W79,2025-03-08T13:18:10,0,0,490,353,0,0,0,0,0,0,0,0
W80,2025-03-08T13:18:10,0,0,322,247,0,0,0,0,0,0,0,0
W87,2025-03-08T13:18:13,0,0,401,288,0,0,0,0,0,0,0,0
W88,2025-03-08T13:18:13,0,0,443,343,0,0,0,0,0,0,0,0
W92,2025-03-08T13:18:02,0,0,389,283,0,0,0,0,0,0,0,0
SK94,2025-03-08T13:14:50,100,0,520,349,104,74,0,0,0,0,0,0
SD4,2025-03-08T13:18:56,0,0,41,8,0,0,0,0,0,0,0,0
PM12,2025-03-08T13:19:40,0,0,173,116,0,0,0,0,0,0,0,0
MP3M,2025-03-08T13:10:15,10,0,400,173,136,69,0,0,0,0,0,0
MP4M,2020-02-01T08:35:13,0,0,302,301,0,0,0,0,0,0,0,0
PM38,2025-03-08T13:19:18,0,0,248,146,0,0,0,0,0,0,0,0
EPL,2025-03-08T13:19:41,0,0,18,0,0,0,0,0,0,0,0,0
B86,2025-03-08T13:18:43,0,0,160,86,0,0,0,0,0,0,0,0
MP2M,2025-03-08T13:15:06,50,0,616,312,154,115,0,0,0,0,0,0
W799,2025-03-08T13:18:33,0,0,76,27,0,0,0,0,0,0,0,0
BE25,2025-03-08T13:19:33,0,0,263,186,0,0,0,0,0,0,0,0
BE33,2025-03-08T13:19:42,0,0,269,140,0,0,0,0,0,0,0,0
L1,2025-03-08T13:19:43,0,0,178,55,0,0,0,0,0,0,0,0
SE15,2025-03-08T13:19:32,0,0,425,274,0,0,0,0,0,0,0,0
SE17,2025-03-08T13:19:46,0,0,465,231,0,0,0,0,0,0,0,0
SE18,2025-03-08T13:19:34,0,0,279,49,0,0,0,0,0,0,0,0
SE19,2025-03-08T13:19:42,0,0,558,269,0,0,0,0,0,0,0,0
SE25,2025-03-08T13:19:44,0,0,239,124,0,0,0,0,0,0,0,0
SE26,2025-03-08T13:19:44,0,0,180,84,0,0,0,0,0,0,0,0
SE27,2025-03-08T13:19:26,0,0,380,169,0,0,0,0,0,0,0,0
